,TxnID,TimeCreated,TimeModified,EditSequence,TxnNumber,CustomerRef,ClassRef,ARAccountRef,TemplateRef,TxnDate,RefNumber,BillAddress,BillAddressBlock,IsPending,IsFinanceCharge,TermsRef,DueDate,ShipDate,Subtotal,ItemSalesTaxRef,SalesTaxPercentage,SalesTaxTotal,AppliedAmount,BalanceRemaining,IsPaid,IsToBePrinted,IsToBeEmailed,CustomerSalesTaxCodeRef,ShipAddress,ShipAddressBlock,CustomerMsgRef,PONumber,Memo,SuggestedDiscountAmount,SuggestedDiscountDate
22,29CC-1071511590,2003-12-15T23:36:30+05:30,2024-12-15T18:25:50+05:30,1734267349,484,"{'ListID': '590000-1071526363', 'FullName': 'Bolinski, Rafal:2nd story addition'}","{'ListID': '10000-933272658', 'FullName': 'New Construction'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': '70000-933287589', 'FullName': 'Progress Invoice'}",2024-11-26,1014,"{'Addr1': 'Rafal Bolinski', 'Addr2': '1421 Silverbell Ave', 'City': 'East Bayshore', 'State': 'CA', 'PostalCode': '94327'}","{'Addr1': 'Rafal Bolinski', 'Addr2': '1421 Silverbell Ave', 'Addr3': 'East Bayshore CA 94327'}",false,false,,2025-11-26,2024-11-26,4976.95,"{'ListID': '2E0000-933272656', 'FullName': 'San Tomas'}",7.75,102.53,-5079.48,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}",,,,,,,
23,229C-1071522268,2003-12-16T02:34:28+05:30,2024-12-15T18:25:31+05:30,1734267331,396,"{'ListID': '5D0000-1071526640', 'FullName': 'Freeman, Kirby:Remodel Bathroom'}","{'ListID': '40000-933272658', 'FullName': 'Remodel'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': '70000-933287589', 'FullName': 'Progress Invoice'}",2024-12-09,1015,"{'Addr1': 'Kirby Freeman', 'Addr2': '6856 Ocean View', 'City': 'Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'Kirby Freeman', 'Addr2': '6856 Ocean View', 'Addr3': 'Bayshore CA 94326'}",false,false,,2025-12-09,2024-12-09,1844.07,"{'ListID': '2E0000-933272656', 'FullName': 'San Tomas'}",7.75,23.82,-1867.89,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}",,,"{'ListID': '60000-933272660', 'FullName': 'We appreciate your prompt payment.'}",,,,
24,22FA-1071522551,2003-12-16T02:39:11+05:30,2024-12-15T18:25:32+05:30,1734267331,398,"{'ListID': '5D0000-1071526640', 'FullName': 'Freeman, Kirby:Remodel Bathroom'}","{'ListID': '40000-933272658', 'FullName': 'Remodel'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': '70000-933287589', 'FullName': 'Progress Invoice'}",2024-12-20,1016,"{'Addr1': 'Kirby Freeman', 'Addr2': '6856 Ocean View', 'City': 'Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'Kirby Freeman', 'Addr2': '6856 Ocean View', 'Addr3': 'Bayshore CA 94326'}",false,false,,2025-12-20,2024-12-20,1844.07,"{'ListID': '2E0000-933272656', 'FullName': 'San Tomas'}",7.75,23.82,-1867.89,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}",,,"{'ListID': '40000-933272660', 'FullName': 'Please sign this estimate to indicate your approval.'}",,,,
25,2358-1071522673,2003-12-16T02:41:13+05:30,2024-12-15T18:25:33+05:30,1734267332,400,"{'ListID': '5D0000-1071526640', 'FullName': 'Freeman, Kirby:Remodel Bathroom'}","{'ListID': '40000-933272658', 'FullName': 'Remodel'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': '70000-933287589', 'FullName': 'Progress Invoice'}",2024-12-27,1017,"{'Addr1': 'Kirby Freeman', 'Addr2': '6856 Ocean View', 'City': 'Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'Kirby Freeman', 'Addr2': '6856 Ocean View', 'Addr3': 'Bayshore CA 94326'}",false,false,,2025-12-27,2024-12-27,1899.86,"{'ListID': '2E0000-933272656', 'FullName': 'San Tomas'}",7.75,24.54,-1924.4,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}",,,"{'ListID': '10000-933272660', 'FullName': 'All work is complete!'}",,,,
26,3F45-1071505743,2003-12-15T21:59:03+05:30,2024-12-15T18:26:44+05:30,1734267404,850,"{'ListID': '910000-1071505273', 'FullName': 'Bristol, Sonya:Repairs'}","{'ListID': '40000-933272658', 'FullName': 'Remodel'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': '80000-933288086', 'FullName': 'Custom Invoice'}",2025-01-04,1018,"{'Addr1': 'Sonya Bristol', 'Addr2': '5920 N. Lighthouse', 'City': 'Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'Sonya Bristol', 'Addr2': '5920 N. Lighthouse', 'Addr3': 'Bayshore, CA  94326'}",false,false,,2026-01-04,2025-01-04,93.84,"{'ListID': '2E0000-933272656', 'FullName': 'San Tomas'}",7.75,1.85,-95.69,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}",,,"{'ListID': '50000-933272660', 'FullName': 'Thank you for your business.'}",,,,
27,2E49-1071517284,2003-12-16T01:11:24+05:30,2024-12-15T18:28:06+05:30,1734267356,515,"{'ListID': '660000-1071517190', 'FullName': 'Yoo, Young-Kyu:Repairs'}","{'ListID': '40000-933272658', 'FullName': 'Remodel'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': '80000-933288086', 'FullName': 'Custom Invoice'}",2025-01-07,1019,"{'Addr1': 'Young-Kyu Yoo', 'Addr2': '1967 Appleseed Lane', 'City': 'Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'Young-Kyu Yoo', 'Addr2': '1967 Appleseed Lane', 'Addr3': 'Bayshore CA 94326'}",false,false,"{'ListID': '30000-933272658', 'FullName': 'Due on receipt'}",2026-01-07,2025-01-07,3915.0,"{'ListID': '2E0000-933272656', 'FullName': 'San Tomas'}",7.75,0.0,-3915.0,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}",,,,,,,
28,9D45-1182058926,2007-06-17T11:12:06+05:30,2024-12-15T18:28:12+05:30,1734267490,1502,"{'ListID': '800000C2-1182058808', 'FullName': ""Larsen's Pet Shop:Remodel""}","{'ListID': '40000-933272658', 'FullName': 'Remodel'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': 'E0000-1071499861', 'FullName': 'Rock Castle Invoice'}",2025-01-16,1020,"{'Addr1': ""Larsen's Pet Shop"", 'Addr2': 'Jeff Larsen', 'Addr3': 'Winston St.', 'City': 'Millbrae', 'State': 'CA', 'PostalCode': '94030'}","{'Addr1': ""Larsen's Pet Shop"", 'Addr2': 'Jeff Larsen', 'Addr3': 'Winston St.', 'Addr4': 'Millbrae, CA 94030'}",false,false,"{'ListID': '20000-933272658', 'FullName': 'Net 15'}",2026-01-31,2025-01-16,13900.0,"{'ListID': '2E0000-933272656', 'FullName': 'San Tomas'}",7.75,0.0,-13900.0,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}","{'Addr1': ""Larsen's Pet Shop"", 'Addr2': 'Jeff Larsen', 'Addr3': 'Winston St.', 'City': 'Millbrae', 'State': 'CA', 'PostalCode': '94030'}","{'Addr1': ""Larsen's Pet Shop"", 'Addr2': 'Jeff Larsen', 'Addr3': 'Winston St.', 'Addr4': 'Millbrae, CA 94030'}",,,,,
29,3F5E-1071506355,2003-12-15T22:09:15+05:30,2024-12-15T18:28:03+05:30,1734267404,853,"{'ListID': '930000-1071506202', 'FullName': 'Barley, Renee:Repairs'}","{'ListID': '40000-933272658', 'FullName': 'Remodel'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': '80000-933288086', 'FullName': 'Custom Invoice'}",2025-01-17,1021,"{'Addr1': 'Renee Barley', 'Addr2': '4417 N. Sun Valley Rd', 'City': 'Middlefield', 'State': 'CA', 'PostalCode': '94471'}","{'Addr1': 'Renee Barley', 'Addr2': '4417 N. Sun Valley Rd', 'Addr3': 'Middlefield, CA  94471'}",false,false,"{'ListID': '20000-933272658', 'FullName': 'Net 15'}",2026-02-01,2025-01-17,3000.0,"{'ListID': '2E0000-933272656', 'FullName': 'San Tomas'}",7.75,186.0,-3186.0,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}",,,"{'ListID': '50000-933272660', 'FullName': 'Thank you for your business.'}",,,,
30,3FE5-1071508388,2003-12-15T22:43:08+05:30,2024-12-15T18:26:47+05:30,1734267407,868,"{'ListID': '970000-1071508343', 'FullName': 'Balak, Mike:Utility Shed'}","{'ListID': '10000-933272658', 'FullName': 'New Construction'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': 'E0000-1071499861', 'FullName': 'Rock Castle Invoice'}",2025-01-20,1022,"{'Addr1': 'Mike Balak', 'Addr2': '8753 S. Mountain View', 'City': 'Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'Mike Balak', 'Addr2': '8753 S. Mountain View', 'Addr3': 'Bayshore, CA  94326'}",false,false,,2026-01-20,2025-01-20,1999.0,"{'ListID': '2E0000-933272656', 'FullName': 'San Tomas'}",7.75,93.0,-2092.0,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}","{'Addr1': 'Mike Balak', 'Addr2': '8753 S. Mountain View', 'City': 'Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'Mike Balak', 'Addr2': '8753 S. Mountain View', 'Addr3': 'Bayshore, CA 94326'}","{'ListID': '50000-933272660', 'FullName': 'Thank you for your business.'}",,,,
31,40B1-1071513802,2003-12-16T00:13:22+05:30,2024-12-15T18:26:50+05:30,1734267409,887,"{'ListID': '9D0000-1071513661', 'FullName': 'Rice, Linda:Repairs'}","{'ListID': '40000-933272658', 'FullName': 'Remodel'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': '80000-933288086', 'FullName': 'Custom Invoice'}",2025-01-30,1023,"{'Addr1': 'Rice, Linda', 'Addr2': '6225 N. Laguna Vista', 'City': 'Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'Rice, Linda', 'Addr2': '6225 N. Laguna Vista', 'Addr3': 'Bayshore, CA  94326'}",false,false,"{'ListID': '10000-933272658', 'FullName': 'Net 30'}",2026-03-01,2025-01-30,1830.0,"{'ListID': '2E0000-933272656', 'FullName': 'San Tomas'}",7.75,38.36,-1868.36,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}",,,"{'ListID': '50000-933272660', 'FullName': 'Thank you for your business.'}",,,,
32,8B12-1197733361,2007-12-15T21:12:41+05:30,2024-12-15T18:28:03+05:30,1734267475,1422,"{'ListID': '170000-933272658', 'FullName': 'Abercrombie, Kristy:Kitchen'}","{'ListID': '40000-933272658', 'FullName': 'Remodel'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': 'E0000-1071499861', 'FullName': 'Rock Castle Invoice'}",2025-02-01,1024,"{'Addr1': 'Kristy Abercrombie', 'Addr2': '5647 Cypress Hill Rd', 'City': 'Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'Kristy Abercrombie', 'Addr2': '5647 Cypress Hill Rd', 'Addr3': 'Bayshore CA 94326'}",false,false,"{'ListID': '10000-933272658', 'FullName': 'Net 30'}",2026-03-03,2025-02-01,4792.0,"{'ListID': '2E0000-933272656', 'FullName': 'San Tomas'}",7.75,227.08,-5019.08,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}","{'Addr1': 'Kristy Abercrombie', 'Addr2': '5647 Cypress Hill Rd', 'City': 'Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'Kristy Abercrombie', 'Addr2': '5647 Cypress Hill Rd', 'Addr3': 'Bayshore, CA 94326'}",,,,,
33,9D53-1182059151,2007-06-17T11:15:51+05:30,2024-12-15T18:28:11+05:30,1734267490,1503,"{'ListID': '800000C4-1182059125', 'FullName': 'Davies, Aaron:Remodel'}","{'ListID': '40000-933272658', 'FullName': 'Remodel'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': 'E0000-1071499861', 'FullName': 'Rock Castle Invoice'}",2025-02-16,1025,"{'Addr1': 'Aaron Davies', 'Addr2': '92104 Millford Way', 'City': 'Millbrae', 'State': 'CA', 'PostalCode': '94030'}","{'Addr1': 'Aaron Davies', 'Addr2': '92104 Millford Way', 'Addr3': 'Millbrae, CA 94030'}",false,false,"{'ListID': '20000-933272658', 'FullName': 'Net 15'}",2026-03-03,2025-02-16,14560.0,"{'ListID': '2E0000-933272656', 'FullName': 'San Tomas'}",7.75,0.0,-14560.0,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}","{'Addr1': 'Aaron Davies', 'Addr2': '92104 Millford Way', 'City': 'Millbrae', 'State': 'CA', 'PostalCode': '94030'}","{'Addr1': 'Aaron Davies', 'Addr2': '92104 Millford Way', 'Addr3': 'Millbrae, CA 94030'}",,,,,
34,2E61-1071523805,2003-12-16T03:00:05+05:30,2024-12-15T18:25:58+05:30,1734267356,519,"{'ListID': '670000-1071517519', 'FullName': 'Wilks, Daniel:Remodel Bathroom'}","{'ListID': '40000-933272658', 'FullName': 'Remodel'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': '80000-933288086', 'FullName': 'Custom Invoice'}",2025-02-17,1026,"{'Addr1': 'Daniel Wilks', 'Addr2': '516 Hampshire Blvd', 'City': 'East Bayshore', 'State': 'CA', 'PostalCode': '94327'}","{'Addr1': 'Daniel Wilks', 'Addr2': '516 Hampshire Blvd', 'Addr3': 'East Bayshore CA 94327'}",false,false,"{'ListID': '60000-933272660', 'FullName': 'Net 60'}",2026-04-18,2025-02-17,4306.75,"{'ListID': '360000-1071521681', 'FullName': 'E. Bayshore/County'}",8.05,290.53,-4597.28,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}",,,,,,,
35,40AA-1071513315,2003-12-16T00:05:15+05:30,2024-12-15T18:26:50+05:30,1734267409,886,"{'ListID': '9B0000-1071513304', 'FullName': 'Overfield, David:Utility Shed'}","{'ListID': '10000-933272658', 'FullName': 'New Construction'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': 'E0000-1071499861', 'FullName': 'Rock Castle Invoice'}",2025-03-13,1027,"{'Addr1': 'David Overfield', 'Addr2': '7762 N. Littener', 'City': 'Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'David Overfield', 'Addr2': '7762 N. Littener', 'Addr3': 'Bayshore, CA  94326'}",false,false,"{'ListID': '10000-933272658', 'FullName': 'Net 30'}",2026-04-12,2025-03-13,1999.0,"{'ListID': '2E0000-933272656', 'FullName': 'San Tomas'}",7.75,93.0,-2092.0,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}","{'Addr1': 'David Overfield', 'Addr2': '7762 N. Littener', 'City': 'Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'David Overfield', 'Addr2': '7762 N. Littener', 'Addr3': 'Bayshore, CA 94326'}","{'ListID': '50000-933272660', 'FullName': 'Thank you for your business.'}",,,,
36,3C24-1071512761,2003-12-15T23:56:01+05:30,2024-12-15T18:28:04+05:30,1734267393,769,"{'ListID': '7A0000-1071512142', 'FullName': 'Castillo, Eloisa:Utility Room'}","{'ListID': '10000-933272658', 'FullName': 'New Construction'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': 'E0000-1071499861', 'FullName': 'Rock Castle Invoice'}",2025-03-14,1028,"{'Addr1': 'Eloisa Castillo', 'Addr2': '8321 S. Flower', 'City': 'E. Bayshore', 'State': 'CA', 'PostalCode': '94781'}","{'Addr1': 'Eloisa Castillo', 'Addr2': '8321 S. Flower', 'Addr3': 'E. Bayshore, CA  94781'}",false,false,"{'ListID': '20000-933272658', 'FullName': 'Net 15'}",2026-03-29,2025-03-14,4577.3,"{'ListID': '350000-1071521574', 'FullName': 'East Bayshore'}",0.3,12.51,-4589.81,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}","{'Addr1': 'Eloisa Castillo', 'Addr2': '8321 S. Flower', 'City': 'E. Bayshore', 'State': 'CA', 'PostalCode': '94781'}","{'Addr1': 'Eloisa Castillo', 'Addr2': '8321 S. Flower', 'Addr3': 'E. Bayshore, CA  94781'}","{'ListID': '50000-933272660', 'FullName': 'Thank you for your business.'}",,,,
37,9D5A-1182059361,2007-06-17T11:19:21+05:30,2024-12-15T18:28:12+05:30,1734267490,1504,"{'ListID': '800000D4-1182062138', 'FullName': ""Carr's Pie Shop:Remodel""}","{'ListID': '40000-933272658', 'FullName': 'Remodel'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': 'E0000-1071499861', 'FullName': 'Rock Castle Invoice'}",2025-03-15,1029,"{'Addr1': ""Carr's Pie Shop"", 'Addr2': 'Steve Carr', 'Addr3': '19348 Festing Lane', 'City': 'Millbrae', 'State': 'CA', 'PostalCode': '94030'}","{'Addr1': ""Carr's Pie Shop"", 'Addr2': 'Steve Carr', 'Addr3': '19348 Festing Lane', 'Addr4': 'Millbrae, CA 94030'}",false,false,"{'ListID': '20000-933272658', 'FullName': 'Net 15'}",2026-03-30,2025-03-15,14900.0,"{'ListID': '2E0000-933272656', 'FullName': 'San Tomas'}",7.75,0.0,-14900.0,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}","{'Addr1': ""Carr's Pie Shop"", 'Addr2': 'Steve Carr', 'Addr3': '19348 Festing Lane', 'City': 'Millbrae', 'State': 'CA', 'PostalCode': '94030'}","{'Addr1': ""Carr's Pie Shop"", 'Addr2': 'Steve Carr', 'Addr3': '19348 Festing Lane', 'Addr4': 'Millbrae, CA 94030'}",,,,,
38,3B1D-1071532020,2003-12-16T05:17:00+05:30,2024-12-15T18:26:54+05:30,1734267393,766,"{'ListID': '770000-1071531794', 'FullName': 'Fisher, Jennifer:Garage Roof'}","{'ListID': '40000-933272658', 'FullName': 'Remodel'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': 'E0000-1071499861', 'FullName': 'Rock Castle Invoice'}",2025-03-28,1030,"{'Addr1': 'Jennifer Fisher', 'Addr2': '7882 N. Lantana Lane', 'City': 'E. Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'Jennifer Fisher', 'Addr2': '7882 N. Lantana Lane', 'Addr3': 'E. Bayshore,  CA  94326'}",false,false,"{'ListID': '30000-933272658', 'FullName': 'Due on receipt'}",2026-03-28,2025-03-28,3165.0,"{'ListID': '360000-1071521681', 'FullName': 'E. Bayshore/County'}",8.05,0.0,-3165.0,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}","{'Addr1': 'Jennifer Fisher', 'Addr2': '7882 N. Lantana Lane', 'City': 'E. Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'Jennifer Fisher', 'Addr2': '7882 N. Lantana Lane', 'Addr3': 'E. Bayshore, CA 94326'}","{'ListID': '30000-933272660', 'FullName': 'Please remit to above address.'}",,,,
39,3C97-1071514966,2003-12-16T00:32:46+05:30,2024-12-15T18:26:34+05:30,1734267394,778,"{'ListID': '6E0000-1071509585', 'FullName': 'Violette, Mike:Utility Room'}","{'ListID': '10000-933272658', 'FullName': 'New Construction'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': 'E0000-1071499861', 'FullName': 'Rock Castle Invoice'}",2025-03-28,1031,"{'Addr1': 'Mike Violette', 'Addr2': '143 Bay View', 'City': 'East Bayshore', 'State': 'CA', 'PostalCode': '94327'}","{'Addr1': 'Mike Violette', 'Addr2': '143 Bay View', 'Addr3': 'East Bayshore CA 94327'}",false,false,"{'ListID': '10000-933272658', 'FullName': 'Net 30'}",2026-04-27,2025-03-28,1099.95,"{'ListID': '360000-1071521681', 'FullName': 'E. Bayshore/County'}",8.05,0.0,-1099.95,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}","{'Addr1': 'Mike Violette', 'Addr2': '143 Bay View', 'City': 'East Bayshore', 'State': 'CA', 'PostalCode': '94327'}","{'Addr1': 'Mike Violette', 'Addr2': '143 Bay View', 'Addr3': 'East Bayshore, CA 94327'}",,,,,
40,3CDF-1071527615,2003-12-16T04:03:35+05:30,2024-12-15T18:26:36+05:30,1734267395,785,"{'ListID': '7D0000-1071526869', 'FullName': 'Keenan, Bridget:Storage Shed'}","{'ListID': '10000-933272658', 'FullName': 'New Construction'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': 'E0000-1071499861', 'FullName': 'Rock Castle Invoice'}",2025-04-07,1032,"{'Addr1': 'Bridget Keenan', 'Addr2': '213 Fern Lane', 'City': 'East Bayshore', 'State': 'CA', 'PostalCode': '94327'}","{'Addr1': 'Bridget Keenan', 'Addr2': '213 Fern Lane', 'Addr3': 'East Bayshore CA 94327'}",false,false,"{'ListID': '10000-933272658', 'FullName': 'Net 30'}",2026-05-07,2025-04-07,2446.24,"{'ListID': '360000-1071521681', 'FullName': 'E. Bayshore/County'}",8.05,27.19,-2473.43,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}","{'Addr1': 'Bridget Keenan', 'Addr2': '213 Fern Lane', 'City': 'East Bayshore', 'State': 'CA', 'PostalCode': '94327'}","{'Addr1': 'Bridget Keenan', 'Addr2': '213 Fern Lane', 'Addr3': 'East Bayshore, CA 94327'}","{'ListID': '50000-933272660', 'FullName': 'Thank you for your business.'}",,,,
41,3D52-1071531223,2003-12-16T05:03:43+05:30,2024-12-15T18:26:54+05:30,1734267396,793,"{'ListID': '770000-1071531794', 'FullName': 'Fisher, Jennifer:Garage Roof'}","{'ListID': '40000-933272658', 'FullName': 'Remodel'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': 'E0000-1071499861', 'FullName': 'Rock Castle Invoice'}",2025-04-11,1033,"{'Addr1': 'Jennifer Fisher', 'Addr2': '7882 N. Lantana Lane', 'City': 'E. Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'Jennifer Fisher', 'Addr2': '7882 N. Lantana Lane', 'Addr3': 'E. Bayshore,  CA  94326'}",false,false,"{'ListID': '30000-933272658', 'FullName': 'Due on receipt'}",2026-04-11,2025-04-11,1999.0,"{'ListID': '360000-1071521681', 'FullName': 'E. Bayshore/County'}",8.05,96.6,-2095.6,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}","{'Addr1': 'Jennifer Fisher', 'Addr2': '7882 N. Lantana Lane', 'City': 'E. Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'Jennifer Fisher', 'Addr2': '7882 N. Lantana Lane', 'Addr3': 'E. Bayshore, CA 94326'}","{'ListID': '50000-933272660', 'FullName': 'Thank you for your business.'}",,,,
42,3D42-1071530831,2003-12-16T04:57:11+05:30,2024-12-15T18:26:39+05:30,1734267396,791,"{'ListID': '800000-1071530734', 'FullName': 'Ruff, Bryan:Utility Shed'}","{'ListID': '10000-933272658', 'FullName': 'New Construction'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': 'E0000-1071499861', 'FullName': 'Rock Castle Invoice'}",2025-04-14,1034,"{'Addr1': 'Bryan Ruff', 'Addr2': '782 Skyline Dr', 'City': 'East Bayshore', 'State': 'CA', 'PostalCode': '94327'}","{'Addr1': 'Bryan Ruff', 'Addr2': '782 Skyline Dr', 'Addr3': 'East Bayshore CA 94327'}",false,false,,2026-04-14,2025-04-14,1840.0,"{'ListID': '360000-1071521681', 'FullName': 'E. Bayshore/County'}",8.05,55.55,-1895.55,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}","{'Addr1': 'Bryan Ruff', 'Addr2': '782 Skyline Dr', 'City': 'East Bayshore', 'State': 'CA', 'PostalCode': '94327'}","{'Addr1': 'Bryan Ruff', 'Addr2': '782 Skyline Dr', 'Addr3': 'East Bayshore, CA 94327'}","{'ListID': '50000-933272660', 'FullName': 'Thank you for your business.'}",,,,
43,9D61-1182059742,2007-06-17T11:25:42+05:30,2024-12-15T18:28:12+05:30,1734267490,1505,"{'ListID': '800000C7-1182059716', 'FullName': ""Babcock's Music Shop:Remodel""}","{'ListID': '40000-933272658', 'FullName': 'Remodel'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': 'E0000-1071499861', 'FullName': 'Rock Castle Invoice'}",2025-04-14,1035,"{'Addr1': ""Babcock's Music Shop"", 'Addr2': 'Kristie Babcock', 'Addr3': '10923 Samson Dr.', 'City': 'Millbrae', 'State': 'CA', 'PostalCode': '94030'}","{'Addr1': ""Babcock's Music Shop"", 'Addr2': 'Kristie Babcock', 'Addr3': '10923 Samson Dr.', 'Addr4': 'Millbrae, CA 94030'}",false,false,"{'ListID': '20000-933272658', 'FullName': 'Net 15'}",2026-04-29,2025-04-14,12530.0,"{'ListID': '2E0000-933272656', 'FullName': 'San Tomas'}",7.75,0.0,-12530.0,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}","{'Addr1': ""Babcock's Music Shop"", 'Addr2': 'Kristie Babcock', 'Addr3': '10923 Samson Dr.', 'City': 'Millbrae', 'State': 'CA', 'PostalCode': '94030'}","{'Addr1': ""Babcock's Music Shop"", 'Addr2': 'Kristie Babcock', 'Addr3': '10923 Samson Dr.', 'Addr4': 'Millbrae, CA 94030'}",,,,,
44,4949-1071513158,2003-12-16T00:02:38+05:30,2024-12-15T18:27:11+05:30,1734267430,1084,"{'ListID': '770000-1071531794', 'FullName': 'Fisher, Jennifer:Garage Roof'}","{'ListID': '40000-933272658', 'FullName': 'Remodel'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': '80000-933288086', 'FullName': 'Custom Invoice'}",2025-04-15,1036,"{'Addr1': 'Jennifer Fisher', 'Addr2': '7882 N. Lantana Lane', 'City': 'E. Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'Jennifer Fisher', 'Addr2': '7882 N. Lantana Lane', 'Addr3': 'E. Bayshore,  CA  94326'}",false,false,"{'ListID': '30000-933272658', 'FullName': 'Due on receipt'}",2026-04-15,2025-07-11,1350.0,"{'ListID': '360000-1071521681', 'FullName': 'E. Bayshore/County'}",8.05,108.68,-1458.68,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}",,,,,,,
